"匿名答卷编号","提交时间（北京时间）","答卷综合得分率（%）","题号","题目编号","题目标题","素材模态","能力类型","选项形式","题目分值","本题候选情绪","用户选择情绪","用户情绪强度","标准情绪","标准情绪强度","是否看过素材","作答状态","标签得分率（%）","强度得分率（%）","单题综合得分率（%）","单题实得分","作答用时（秒）","修改次数"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","9","ITEM-00122","5","文本","情绪识别","单选题","3.50","惊讶｜遗憾｜怨恨｜焦虑｜快乐｜平静｜蔑视｜尴尬｜羡慕｜紧张","怨恨","4","羡慕","4","否","已作答","0.00","0.00","0.00","0.00","19.00","5"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","10","ITEM-00053","95","图像","情绪识别","多选题","4.50","失望｜崇拜｜委屈｜嫉妒｜抑郁｜痛苦｜尴尬｜绝望｜羡慕｜悲伤","痛苦｜抑郁｜悲伤｜绝望","2｜4｜4｜2","悲伤｜委屈｜绝望","3｜3｜5","否","已作答","57.14","33.33","47.62","2.14","35.65","14"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","11","ITEM-00106","77","视频","情绪推理","单选题","3.50","自满｜审美欣赏｜怨恨｜快乐｜好奇｜愤怒｜绝望｜共情痛苦｜感动｜渴望","快乐","5","快乐","5","是","已作答","100.00","100.00","100.00","3.50","25.67","8"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","12","ITEM-00013","27","图像","情绪识别","单选题","3.50","希望｜审美欣赏｜抑郁｜敌意｜烦躁｜内疚｜感动｜担忧｜蔑视｜愤怒","愤怒","5","愤怒","5","否","已作答","100.00","100.00","100.00","3.50","11.59","5"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","13","ITEM-00138","22","音频","情绪推理","多选题","4.50","不屑｜委屈｜快乐｜可惜｜惊喜｜烦躁｜焦虑｜厌倦｜兴奋｜冷静","冷静｜厌倦","4｜1","不屑｜可惜","4｜3","否","已作答","0.00","0.00","0.00","0.00","62.23","9"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","14","ITEM-00061","109","图像","情绪识别","多选题","4.50","震惊｜敌意｜自满｜感动｜怀旧｜满足｜抑郁｜厌倦｜愉悦｜快乐","愉悦｜快乐｜满足","5｜5｜3","快乐｜愉悦","4｜4","是","已作答","80.00","75.00","78.00","3.51","21.16","11"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","15","ITEM-00096","74","文本","情绪识别","多选题","4.50","烦躁｜尴尬｜困惑｜绝望｜厌倦｜愉悦｜快乐｜审美欣赏｜担忧｜内疚","愉悦｜快乐｜审美欣赏","5｜5｜3","审美欣赏｜愉悦","5｜5","否","已作答","80.00","75.00","78.00","3.51","27.04","12"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","16","ITEM-00023","55","视频","情绪识别","单选题","3.50","委屈｜崇拜｜审美欣赏｜希望｜厌倦｜快乐｜悲伤｜满足｜厌恶｜敌意","敌意","3","敌意","4","否","已作答","100.00","75.00","90.00","3.15","51.15","4"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","17","ITEM-00107","81","视频","情绪推理","多选题","4.50","快乐｜厌恶｜满足｜困惑｜自豪｜悲伤｜绝望｜厌倦｜感动｜冷静","快乐｜满足｜自豪","5｜4｜2","快乐｜满足｜感动","5｜5｜5","否","已作答","66.67","58.33","63.33","2.85","31.70","7"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","18","ITEM-00078","89","图像","情绪推理","多选题","4.50","悲伤｜内疚｜失望｜尴尬｜快乐｜绝望｜担忧｜自豪｜惊喜｜审美欣赏","悲伤｜内疚｜绝望","5｜3｜1","内疚｜悲伤","4｜3","否","已作答","80.00","62.50","73.00","3.29","23.23","11"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","19","ITEM-00012","26","图像","情绪识别","单选题","3.50","抑郁｜尴尬｜感动｜愤怒｜羞耻｜失望｜恐惧｜烦躁｜紧张｜爱","愤怒","4","愤怒","4","否","已作答","100.00","100.00","100.00","3.50","12.73","3"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","20","ITEM-00110","59","文本","情绪推理","多选题","4.50","感动｜快乐｜痛苦｜尴尬｜渴望｜抑郁｜共情痛苦｜愁闷｜担忧｜绝望","愁闷｜共情痛苦","3｜5","痛苦｜抑郁","4｜4","否","已作答","0.00","0.00","0.00","0.00","46.94","5"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","21","ITEM-00071","91","图像","情绪识别","多选题","4.50","震惊｜遗憾｜愉悦｜怨恨｜蔑视｜自满｜委屈｜嫉妒｜失望｜惊喜","失望｜委屈｜遗憾","5｜3｜2","失望｜震惊","5｜5","否","已作答","40.00","50.00","44.00","1.98","17.92","6"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","22","ITEM-00137","69","音频","情绪识别","多选题","4.50","震惊｜愉悦｜兴趣｜释然｜嫉妒｜紧张｜委屈｜轻视｜愤怒｜爱","紧张｜愤怒｜轻视","4｜5｜4","愤怒｜轻视","4｜4","否","已作答","80.00","87.50","83.00","3.73","28.98","7"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","23","ITEM-00125","85","视频","情绪识别","多选题","4.50","快乐｜恐惧｜感动｜震惊｜紧张｜感激｜担忧｜尴尬｜愉悦｜不屑","感动｜感激｜愉悦｜震惊","5｜5｜3｜4","感激｜愉悦｜不屑","5｜5｜3","否","已作答","57.14","50.00","54.29","2.44","51.97","16"
"ZJ2026081632C60C6E","2026-08-16 12:36:18","61.09","24","ITEM-00094","88","音频","情绪识别","多选题","4.50","好奇｜恐惧｜抑郁｜渴望｜尴尬｜释然｜兴趣｜厌恶｜困惑｜爱","兴趣｜好奇","4｜4","渴望｜兴趣","4｜5","否","已作答","50.00","37.50","45.00","2.02","66.07","6"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","1","ITEM-00068","116","文本","情绪识别","多选题","4.50","厌恶｜内疚｜爱｜渴望｜遗憾｜平静｜愤怒｜愁闷｜不屑｜悲伤","愤怒","4","厌恶｜不屑","4｜4","否","已作答","0.00","0.00","0.00","0.00","19.20","3"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","2","ITEM-00086","79","音频","情绪推理","多选题","4.50","怨恨｜敌意｜爱｜痛苦｜厌倦｜兴奋｜烦躁｜怀旧｜崇拜｜尴尬","烦躁","4","烦躁｜厌倦","4｜4","否","已作答","66.67","50.00","60.00","2.70","18.61","3"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","3","ITEM-00039","52","文本","情绪识别","单选题","3.50","羡慕｜兴趣｜惊讶｜释然｜崇拜｜怨恨｜感动｜痛苦｜自豪｜蔑视","痛苦","5","痛苦","4","未填写","已作答","100.00","75.00","90.00","3.15","14.03","3"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","4","ITEM-00063","110","图像","情绪识别","多选题","4.50","愉悦｜感激｜审美欣赏｜崇拜｜失望｜轻松｜蔑视｜焦虑｜敌意｜渴望","愉悦","4","轻松｜愉悦","5｜4","未填写","已作答","66.67","50.00","60.00","2.70","5.68","2"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","5","ITEM-00101","55","视频","情绪推理","多选题","4.50","崇拜｜痛苦｜渴望｜兴奋｜快乐｜担忧｜困惑｜希望｜遗憾｜尴尬","尴尬","5","尴尬｜困惑","4｜4","未填写","已作答","66.67","37.50","55.00","2.47","74.93","3"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","6","ITEM-00091","59","音频","情绪识别","多选题","4.50","遗憾｜感激｜不屑｜痛苦｜焦虑｜平静｜内疚｜怀旧｜兴奋｜愉悦","痛苦","5","内疚｜痛苦","5｜5","未填写","已作答","66.67","50.00","60.00","2.70","24.28","3"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","7","ITEM-00145","69","音频","情绪识别","多选题","4.50","震惊｜内疚｜绝望｜好奇｜崇拜｜愤怒｜满足｜快乐｜愁闷｜厌倦","愤怒","5","愤怒｜震惊","4｜3","未填写","已作答","66.67","37.50","55.00","2.47","21.83","3"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","8","ITEM-00141","67","文本","情绪推理","多选题","4.50","感动｜愤怒｜爱｜惊讶｜自豪｜怨恨｜满足｜愁闷｜希望｜紧张","怨恨","5","愤怒｜惊讶","4｜3","未填写","已作答","0.00","0.00","0.00","0.00","26.74","3"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","9","ITEM-00087","77","视频","情绪识别","多选题","4.50","满足｜自豪｜爱｜内疚｜惊喜｜紧张｜冷静｜怨恨｜不屑｜兴奋","惊喜","5","兴奋｜爱｜惊喜","5｜5｜5","未填写","已作答","50.00","33.33","43.33","1.95","16.04","3"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","10","ITEM-00069","117","文本","情绪识别","多选题","4.50","厌恶｜爱｜敌意｜惊喜｜愉悦｜悲伤｜崇拜｜感激｜自满｜希望","爱","5","感激｜爱｜愉悦","4｜4｜5","未填写","已作答","50.00","25.00","40.00","1.80","6.33","3"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","11","ITEM-00115","39","图像","情绪识别","单选题","3.50","怨恨｜怀旧｜困惑｜震惊｜自满｜绝望｜厌倦｜失望｜羞耻｜抑郁","震惊","5","震惊","5","未填写","已作答","100.00","100.00","100.00","3.50","6.93","2"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","12","ITEM-00125","85","视频","情绪识别","多选题","4.50","冷静｜平静｜困惑｜愤怒｜抑郁｜失望｜不屑｜崇拜｜感激｜愉悦","感激｜愉悦｜不屑","5｜5｜4","感激｜愉悦｜不屑","5｜5｜3","未填写","已作答","100.00","91.67","96.67","4.35","41.34","8"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","13","ITEM-00073","107","图像","情绪识别","多选题","4.50","悲伤｜敌意｜焦虑｜蔑视｜兴奋｜羞耻｜失望｜爱｜感动｜绝望","爱｜感动","4｜5","感动｜爱","5｜5","未填写","已作答","100.00","87.50","95.00","4.28","8.87","4"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","14","ITEM-00135","68","文本","情绪识别","多选题","4.50","痛苦｜惊吓｜不屑｜愤怒｜蔑视｜焦虑｜羞耻｜怨恨｜惊讶｜好奇","愤怒｜惊吓","4｜5","不屑｜惊吓","5｜4","未填写","已作答","50.00","37.50","45.00","2.02","15.17","6"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","15","ITEM-00132","37","图像","情绪识别","多选题","4.50","满足｜兴趣｜平静｜希望｜好奇｜愁闷｜恭敬｜羡慕｜烦躁｜轻松","恭敬｜好奇｜兴趣","5｜4｜5","平静｜恭敬","5｜5","未填写","已作答","40.00","50.00","44.00","1.98","27.90","6"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","16","ITEM-00098","1","视频","情绪推理","多选题","4.50","自豪｜担忧｜厌倦｜嫉妒｜感激｜怀旧｜满足｜焦虑｜震惊｜尴尬","感激","5","感激｜自豪｜满足","4｜3｜4","未填写","已作答","50.00","25.00","40.00","1.80","25.57","2"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","17","ITEM-00025","60","视频","情绪识别","单选题","3.50","担忧｜平静｜绝望｜遗憾｜痛苦｜兴趣｜怨恨｜愁闷｜尴尬｜释然","痛苦","5","痛苦","3","未填写","已作答","100.00","50.00","80.00","2.80","23.20","2"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","18","ITEM-00084","78","音频","情绪推理","多选题","4.50","惊讶｜厌倦｜担忧｜紧张｜烦躁｜满足｜愉悦｜羞耻｜审美欣赏｜兴奋","厌倦","5","羞耻｜烦躁","4｜5","未填写","已作答","0.00","0.00","0.00","0.00","27.29","6"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","19","ITEM-00121","106","图像","情绪识别","单选题","3.50","兴奋｜怀旧｜崇拜｜羞耻｜失望｜担忧｜惊讶｜烦躁｜悲伤｜自豪","惊讶","5","惊讶","5","否","已作答","100.00","100.00","100.00","3.50","9.97","3"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","20","ITEM-00104","23","文本","情绪推理","单选题","3.50","痛苦｜羞耻｜烦躁｜愉悦｜失望｜怀旧｜渴望｜兴奋｜惊讶｜困惑","兴奋","5","兴奋","5","未填写","已作答","100.00","100.00","100.00","3.50","18.81","2"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","21","ITEM-00124","22","音频","情绪识别","单选题","3.50","羡慕｜爱｜嫉妒｜崇拜｜审美欣赏｜怀旧｜惊讶｜怨恨｜释然｜悲伤","崇拜","5","释然","3","未填写","已作答","0.00","0.00","0.00","0.00","39.51","2"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","22","ITEM-00045","2","音频","情绪识别","单选题","3.50","敌意｜遗憾｜紧张｜渴望｜愉悦｜羡慕｜满足｜嫉妒｜悲伤｜痛苦","紧张","5","紧张","3","未填写","已作答","100.00","50.00","80.00","2.80","21.30","2"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","23","ITEM-00004","62","视频","情绪推理","单选题","3.50","愤怒｜轻松｜厌恶｜尴尬｜内疚｜愉悦｜释然｜敌意｜遗憾｜绝望","遗憾","4","尴尬","3","未填写","已作答","0.00","0.00","0.00","0.00","21.81","2"
"ZJ2026081651FA7FF0","2026-08-16 12:35:42","50.48","24","ITEM-00078","89","图像","情绪推理","多选题","4.50","遗憾｜好奇｜内疚｜愁闷｜尴尬｜不屑｜困惑｜痛苦｜悲伤｜恐惧","愁闷","5","内疚｜悲伤","4｜3","未填写","已作答","0.00","0.00","0.00","0.00","10.04","2"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","1","ITEM-00040","53","文本","情绪识别","单选题","3.50","尴尬｜羞耻｜自满｜蔑视｜嫉妒｜渴望｜委屈｜怨恨｜自豪｜烦躁","怨恨","4","怨恨","5","否","已作答","100.00","75.00","90.00","3.15","25.94","3"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","2","ITEM-00058","102","图像","情绪识别","多选题","4.50","愉悦｜悲伤｜困惑｜愤怒｜好奇｜不屑｜感动｜厌倦｜渴望｜兴奋","悲伤｜好奇","2｜3","感动｜愉悦","4｜4","否","已作答","0.00","0.00","0.00","0.00","25.03","4"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","3","ITEM-00078","89","图像","情绪推理","多选题","4.50","自满｜满足｜冷静｜审美欣赏｜悲伤｜轻松｜惊喜｜自豪｜好奇｜内疚","悲伤｜内疚","5｜2","内疚｜悲伤","4｜3","否","已作答","100.00","50.00","80.00","3.60","33.41","5"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","4","ITEM-00109","88","音频","情绪推理","多选题","4.50","审美欣赏｜怨恨｜希望｜愤怒｜困惑｜恐惧｜冷静｜共情痛苦｜厌倦｜羞耻","厌倦｜怨恨","5｜2","厌倦｜困惑","3｜3","否","已作答","50.00","25.00","40.00","1.80","69.21","5"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","5","ITEM-00029","34","图像","情绪识别","单选题","3.50","不屑｜抑郁｜紧张｜厌恶｜共情痛苦｜失望｜惊喜｜审美欣赏｜爱｜怨恨","共情痛苦","2","厌恶","5","未填写","已作答","0.00","0.00","0.00","0.00","14.07","2"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","6","ITEM-00141","67","文本","情绪推理","多选题","4.50","感动｜惊讶｜悲伤｜兴趣｜困惑｜自满｜不屑｜尴尬｜愁闷｜愤怒","愤怒","4","愤怒｜惊讶","4｜3","否","已作答","66.67","50.00","60.00","2.70","61.35","3"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","7","ITEM-00015","4","视频","情绪识别","单选题","3.50","释然｜绝望｜兴奋｜愉悦｜尴尬｜焦虑｜委屈｜感激｜厌倦｜困惑","绝望","5","绝望","4","否","已作答","100.00","75.00","90.00","3.15","6.54","4"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","8","ITEM-00125","85","视频","情绪识别","多选题","4.50","不屑｜抑郁｜共情痛苦｜感激｜怀旧｜愉悦｜绝望｜爱｜尴尬｜愤怒","感激｜尴尬｜不屑","5｜4｜4","感激｜愉悦｜不屑","5｜5｜3","否","已作答","66.67","58.33","63.33","2.85","43.05","8"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","9","ITEM-00123","8","音频","情绪识别","单选题","3.50","绝望｜抑郁｜自豪｜蔑视｜共情痛苦｜震惊｜尴尬｜审美欣赏｜敌意｜兴奋","绝望","5","绝望","4","否","已作答","100.00","75.00","90.00","3.15","19.84","4"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","10","ITEM-00097","82","文本","情绪识别","多选题","4.50","失望｜蔑视｜爱｜快乐｜厌倦｜恐惧｜释然｜轻松｜紧张｜愉悦","轻松","2","轻松｜快乐","4｜4","否","已作答","66.67","25.00","50.00","2.25","33.22","3"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","11","ITEM-00106","77","视频","情绪推理","单选题","3.50","平静｜崇拜｜羡慕｜感动｜冷静｜惊喜｜悲伤｜快乐｜紧张｜抑郁","快乐","5","快乐","5","否","已作答","100.00","100.00","100.00","3.50","110.61","6"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","12","ITEM-00010","63","文本","情绪识别","多选题","4.50","失望｜尴尬｜好奇｜兴奋｜快乐｜惊喜｜悲伤｜震惊｜痛苦｜绝望","兴奋｜快乐｜震惊","4｜4｜5","惊喜｜兴奋","4｜4","否","已作答","40.00","50.00","44.00","1.98","18.18","10"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","13","ITEM-00107","81","视频","情绪推理","多选题","4.50","感动｜满足｜绝望｜愤怒｜愁闷｜共情痛苦｜冷静｜快乐｜震惊｜敌意","快乐","5","快乐｜满足｜感动","5｜5｜5","否","已作答","50.00","33.33","43.33","1.95","47.69","4"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","14","ITEM-00048","2","音频","情绪识别","单选题","3.50","愤怒｜审美欣赏｜烦躁｜轻松｜渴望｜困惑｜兴趣｜厌恶｜蔑视｜希望","愤怒","4","愤怒","5","否","已作答","100.00","75.00","90.00","3.15","43.28","3"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","15","ITEM-00130","104","图像","情绪识别","多选题","4.50","绝望｜委屈｜惊讶｜审美欣赏｜震惊｜悲伤｜恐惧｜愤怒｜感激｜崇拜","惊讶","4","愤怒｜震惊","5｜4","否","已作答","0.00","0.00","0.00","0.00","14.75","3"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","16","ITEM-00071","91","图像","情绪识别","多选题","4.50","紧张｜震惊｜绝望｜敌意｜恐惧｜困惑｜不屑｜厌倦｜悲伤｜失望","紧张｜失望","4｜4","失望｜震惊","5｜5","否","已作答","50.00","37.50","45.00","2.02","20.93","8"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","17","ITEM-00144","118","文本","情绪推理","单选题","3.50","内疚｜自豪｜轻松｜遗憾｜尴尬｜失望｜惊讶｜羡慕｜感动｜震惊","失望","5","失望","4","否","已作答","100.00","75.00","90.00","3.15","27.73","4"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","18","ITEM-00070","119","文本","情绪识别","多选题","4.50","困惑｜厌恶｜痛苦｜满足｜悲伤｜愤怒｜兴奋｜紧张｜自豪｜恐惧","恐惧｜困惑","4｜5","困惑｜痛苦","4｜5","否","已作答","50.00","37.50","45.00","2.02","17.46","10"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","19","ITEM-00145","69","音频","情绪识别","多选题","4.50","冷静｜崇拜｜快乐｜惊喜｜自豪｜震惊｜紧张｜嫉妒｜好奇｜愤怒","冷静｜愤怒","4｜2","愤怒｜震惊","4｜3","否","已作答","50.00","25.00","40.00","1.80","31.21","5"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","20","ITEM-00121","106","图像","情绪识别","单选题","3.50","抑郁｜蔑视｜希望｜爱｜绝望｜困惑｜愉悦｜惊讶｜失望｜痛苦","惊讶","5","惊讶","5","否","已作答","100.00","100.00","100.00","3.50","9.29","4"
"ZJ202608160C984004","2026-08-16 12:33:01","52.70","21","ITEM-00079","61","视频","情绪推理","多选题","4.50","委屈｜烦躁｜失望｜怀旧｜悲伤｜震惊｜遗憾｜快乐｜渴望｜焦虑","委屈｜失望","4｜2","委屈｜悲伤","3｜3","否","已作答","50.00","37.50","45.00","2.02","29.89","7"
